행정구역,계_0~4세,계_5~9세,계_10~14세,계_15~19세,계_20~24세,계_25~29세,계_30~34세,계_35~39세,계_40~44세,계_45~49세,계_50~54세,계_55~59세,계_60~64세,계_65~69세,계_70~74세,계_75~79세,계_80~84세,계_85~89세,계_90~94세,계_95~99세,계_100세 이상,남_총인구수,남_연령구간인구수,남_0~4세,남_5~9세,남_10~14세,남_15~19세,남_20~24세,남_25~29세,남_30~34세,남_35~39세,남_40~44세,남_45~49세,남_50~54세,남_55~59세,남_60~64세,남_65~69세,남_70~74세,남_75~79세,남_80~84세,남_85~89세,남_90~94세,남_95~99세,남_100세 이상,여_총인구수,여_연령구간인구수,여_0~4세,여_5~9세,여_10~14세,여_15~19세,여_20~24세,여_25~29세,여_30~34세,여_35~39세,여_40~44세,여_45~49세,여_50~54세,여_55~59세,여_60~64세,여_65~69세,여_70~74세,여_75~79세,여_80~84세,여_85~89세,여_90~94세,여_95~99세,여_100세 이상
대구광역시 달서구 (2729000000),"14,598","23,515","25,504","28,051","38,806","38,369","30,554","33,583","40,190","46,825","53,004","48,915","45,494","31,256","20,811","13,954","10,176","5,151","1,539",286,59,"271,525","271,525","7,498","12,015","13,165","14,622","20,452","20,618","16,583","16,979","19,655","22,593","25,391","23,793","22,154","14,831","9,588","5,923","3,722","1,534",343,57,9,"279,115","279,115","7,100","11,500","12,339","13,429","18,354","17,751","13,971","16,604","20,535","24,232","27,613","25,122","23,340","16,425","11,223","8,031","6,454","3,617","1,196",229,50
대구광역시 달성군 (2771000000),"13,201","15,830","13,138","11,026","13,381","15,280","17,920","22,976","23,510","20,624","20,889","19,827","18,971","12,738","8,600","5,671","4,309","2,224",700,126,19,"132,469","132,469","6,724","8,049","6,743","5,847","7,383","8,410","9,466","11,926","12,229","10,783","10,369","9,936","9,482","6,212","4,175","2,446","1,480",647,133,26,3,"128,491","128,491","6,477","7,781","6,395","5,179","5,998","6,870","8,454","11,050","11,281","9,841","10,520","9,891","9,489","6,526","4,425","3,225","2,829","1,577",567,100,16
인천광역시  (2800000000),"91,100","129,997","136,151","135,396","181,020","213,530","188,297","212,340","235,220","245,308","260,338","248,150","236,127","152,598","103,166","75,095","52,526","27,982","10,144","2,410",545,"1,470,985","1,470,985","46,885","66,635","69,919","69,694","93,623","111,984","98,044","109,381","120,879","125,098","129,521","124,598","117,990","74,494","48,877","32,655","19,646","8,302","2,184",448,128,"1,466,455","1,466,455","44,215","63,362","66,232","65,702","87,397","101,546","90,253","102,959","114,341","120,210","130,817","123,552","118,137","78,104","54,289","42,440","32,880","19,680","7,960","1,962",417
인천광역시 중구 (2811000000),"4,903","6,717","6,824","6,039","7,322","11,478","10,309","11,075","12,455","12,312","11,146","9,486","9,555","7,163","5,319","3,992","2,552","1,344",489,136,25,"73,107","73,107","2,586","3,424","3,476","3,170","3,619","5,985","5,764","5,895","6,645","6,854","6,254","5,172","4,873","3,502","2,506","1,813","1,013",403,109,36,8,"67,534","67,534","2,317","3,293","3,348","2,869","3,703","5,493","4,545","5,180","5,810","5,458","4,892","4,314","4,682","3,661","2,813","2,179","1,539",941,380,100,17
인천광역시 중구영종출장소 (2811400000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시 중구용유출장소 (2811800000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시 동구 (2814000000),"1,404","2,195","2,477","2,479","3,248","3,317","3,045","3,832","4,773","5,057","5,083","4,960","5,732","4,622","3,667","2,956","1,964",987,347,75,38,"31,461","31,461",719,"1,161","1,286","1,284","1,751","1,821","1,670","2,030","2,587","2,705","2,772","2,590","2,847","2,189","1,633","1,275",766,270,81,15,9,"30,797","30,797",685,"1,034","1,191","1,195","1,497","1,496","1,375","1,802","2,186","2,352","2,311","2,370","2,885","2,433","2,034","1,681","1,198",717,266,60,29
인천광역시 미추홀구 (2817700000),"11,298","15,266","15,334","16,194","25,588","31,152","26,385","28,885","31,009","32,242","34,072","32,720","33,788","24,027","17,730","13,410","8,978","4,416","1,583",389,94,"203,720","203,720","5,764","7,826","7,910","8,334","13,218","16,666","14,185","15,492","16,529","16,950","17,350","16,344","16,313","11,328","8,257","5,884","3,541","1,348",376,77,28,"200,840","200,840","5,534","7,440","7,424","7,860","12,370","14,486","12,200","13,393","14,480","15,292","16,722","16,376","17,475","12,699","9,473","7,526","5,437","3,068","1,207",312,66
인천광역시 연수구 (2818500000),"15,714","22,378","22,499","20,558","24,950","26,651","25,981","31,545","34,280","34,784","34,042","30,814","26,508","15,190","9,226","6,600","4,789","2,710","1,076",291,52,"194,088","194,088","8,056","11,384","11,606","10,492","12,953","13,835","12,909","15,395","16,953","17,077","16,672","15,288","13,659","7,718","4,366","2,952","1,720",763,238,42,10,"196,550","196,550","7,658","10,994","10,893","10,066","11,997","12,816","13,072","16,150","17,327","17,707","17,370","15,526","12,849","7,472","4,860","3,648","3,069","1,947",838,249,42
인천광역시 남동구 (2820000000),"15,708","23,730","24,952","24,215","31,958","37,713","32,708","37,436","43,441","44,080","45,967","43,037","41,855","27,532","18,267","12,846","8,701","4,427","1,650",377,83,"258,582","258,582","8,101","12,211","12,773","12,413","16,285","19,649","16,993","19,204","22,127","22,440","22,518","21,352","20,374","13,106","8,634","5,513","3,211","1,288",320,57,13,"262,101","262,101","7,607","11,519","12,179","11,802","15,673","18,064","15,715","18,232","21,314","21,640","23,449","21,685","21,481","14,426","9,633","7,333","5,490","3,139","1,330",320,70
인천광역시 부평구 (2823700000),"13,001","18,439","20,247","21,828","30,564","38,087","32,551","33,849","36,475","39,264","44,582","44,000","42,095","27,080","18,273","13,178","9,434","4,959","1,735",382,115,"242,133","242,133","6,725","9,333","10,527","11,307","15,607","19,618","16,817","17,487","18,668","19,548","21,435","21,799","20,715","12,968","8,535","5,694","3,378","1,519",354,77,22,"248,005","248,005","6,276","9,106","9,720","10,521","14,957","18,469","15,734","16,362","17,807","19,716","23,147","22,201","21,380","14,112","9,738","7,484","6,056","3,440","1,381",305,93
인천광역시 계양구 (2824500000),"7,246","10,590","12,328","13,664","19,907","23,227","18,628","19,116","20,936","24,141","29,481","30,286","27,032","15,075","9,100","6,595","4,918","2,682",986,205,30,"147,557","147,557","3,702","5,374","6,266","7,033","10,497","12,116","9,758","9,947","10,581","11,947","14,103","14,970","13,781","7,690","4,405","2,678","1,714",734,214,40,7,"148,616","148,616","3,544","5,216","6,062","6,631","9,410","11,111","8,870","9,169","10,355","12,194","15,378","15,316","13,251","7,385","4,695","3,917","3,204","1,948",772,165,23
인천광역시 서구 (2826000000),"20,000","28,301","28,709","27,597","33,494","38,090","35,345","42,827","47,278","47,969","49,240","44,381","38,817","23,380","14,749","9,972","6,869","3,823","1,403",312,79,"274,060","274,060","10,283","14,678","14,631","14,211","17,217","19,921","18,037","21,935","24,264","24,446","24,770","22,646","19,978","11,656","7,140","4,339","2,477","1,070",286,52,23,"268,575","268,575","9,717","13,623","14,078","13,386","16,277","18,169","17,308","20,892","23,014","23,523","24,470","21,735","18,839","11,724","7,609","5,633","4,392","2,753","1,117",260,56
인천광역시 서구검단출장소 (2826500000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시 강화군 (2871000000),"1,419","1,883","2,264","2,266","2,653","2,523","2,434","2,865","3,472","4,207","5,213","6,448","8,342","6,651","5,469","4,531","3,616","2,192",681,179,18,"34,681","34,681",747,986,"1,174","1,144","1,500","1,448","1,317","1,462","1,853","2,318","2,737","3,283","4,137","3,336","2,694","2,029","1,543",764,165,39,5,"34,645","34,645",672,897,"1,090","1,122","1,153","1,075","1,117","1,403","1,619","1,889","2,476","3,165","4,205","3,315","2,775","2,502","2,073","1,428",516,140,13
인천광역시 옹진군 (2872000000),407,498,517,556,"1,336","1,292",911,910,"1,101","1,252","1,512","2,018","2,403","1,878","1,366","1,015",705,442,194,64,11,"11,596","11,596",202,258,270,306,976,925,594,534,672,813,910,"1,154","1,313","1,001",707,478,283,143,41,13,3,"8,792","8,792",205,240,247,250,360,367,317,376,429,439,602,864,"1,090",877,659,537,422,299,153,51,8
광주광역시  (2900000000),"46,510","69,493","75,256","78,613","104,894","102,920","82,916","99,632","114,469","122,991","125,886","108,109","101,224","67,883","54,285","39,786","27,585","13,800","4,929","1,068",233,"713,626","713,626","23,764","35,719","38,910","40,816","54,585","53,856","42,867","50,513","56,889","61,062","62,521","53,685","48,612","31,961","24,477","17,291","10,542","4,240","1,108",180,28,"728,856","728,856","22,746","33,774","36,346","37,797","50,309","49,064","40,049","49,119","57,580","61,929","63,365","54,424","52,612","35,922","29,808","22,495","17,043","9,560","3,821",888,205
광주광역시 동구 (2911000000),"3,373","3,921","3,416","3,885","7,199","7,624","6,420","7,053","6,946","7,097","7,802","7,676","8,436","6,547","5,719","4,537","3,247","1,578",545,130,34,"50,938","50,938","1,738","2,029","1,750","1,990","3,726","3,878","3,306","3,669","3,688","3,653","3,939","3,728","4,052","3,032","2,504","2,039","1,415",603,165,26,8,"52,247","52,247","1,635","1,892","1,666","1,895","3,473","3,746","3,114","3,384","3,258","3,444","3,863","3,948","4,384","3,515","3,215","2,498","1,832",975,380,104,26
광주광역시 서구 (2914000000),"8,146","12,532","14,408","16,025","22,491","22,414","16,498","19,046","22,301","25,155","26,806","22,498","21,069","14,276","11,277","8,124","5,608","2,789",989,225,47,"143,459","143,459","4,219","6,499","7,550","8,491","11,564","11,400","8,575","9,516","10,838","12,082","13,154","11,031","9,931","6,639","5,101","3,546","2,163",885,241,30,4,"149,265","149,265","3,927","6,033","6,858","7,534","10,927","11,014","7,923","9,530","11,463","13,073","13,652","11,467","11,138","7,637","6,176","4,578","3,445","1,904",748,195,43
광주광역시 남구 (2915500000),"6,368","10,664","11,389","11,220","14,146","13,483","10,960","14,189","16,815","17,167","17,272","15,520","16,568","12,120","10,110","7,353","5,049","2,526",952,200,40,"102,933","102,933","3,263","5,401","5,696","5,599","7,268","6,938","5,590","6,904","8,252","8,486","8,290","7,277","7,548","5,575","4,499","3,277","2,021",800,204,39,6,"111,178","111,178","3,105","5,263","5,693","5,621","6,878","6,545","5,370","7,285","8,563","8,681","8,982","8,243","9,020","6,545","5,611","4,076","3,028","1,726",748,161,34
광주광역시 북구 (2917000000),"13,663","18,937","20,135","21,818","30,388","31,335","25,571","29,269","31,913","34,468","37,103","34,149","33,018","22,104","17,266","12,487","8,392","4,196","1,456",308,64,"212,537","212,537","6,928","9,737","10,617","11,515","15,857","16,622","13,271","15,316","16,067","17,232","18,250","16,715","15,753","10,453","7,940","5,394","3,233","1,269",311,52,5,"215,503","215,503","6,735","9,200","9,518","10,303","14,531","14,713","12,300","13,953","15,846","17,236","18,853","17,434","17,265","11,651","9,326","7,093","5,159","2,927","1,145",256,59
광주광역시 광산구 (2920000000),"14,960","23,439","25,908","25,665","30,670","28,064","23,467","30,075","36,494","39,104","36,903","28,266","22,133","12,836","9,913","7,285","5,289","2,711",987,205,48,"203,759","203,759","7,616","12,053","13,297","13,221","16,170","15,018","12,125","15,108","18,044","19,609","18,888","14,934","11,328","6,262","4,433","3,035","1,710",683,187,33,5,"200,663","200,663","7,344","11,386","12,611","12,444","14,500","13,046","11,342","14,967","18,450","19,495","18,015","13,332","10,805","6,574","5,480","4,250","3,579","2,028",800,172,43
대전광역시  (3000000000),"44,967","65,171","70,026","73,572","101,855","108,800","91,894","98,919","111,254","121,868","128,833","110,438","110,977","76,726","52,733","39,008","27,457","14,656","4,914","1,023",209,"726,281","726,281","23,079","33,592","36,012","38,189","52,339","58,180","49,109","50,692","55,458","60,745","64,329","55,138","54,181","36,870","24,762","17,017","10,616","4,575","1,154",207,37,"729,019","729,019","21,888","31,579","34,014","35,383","49,516","50,620","42,785","48,227","55,796","61,123","64,504","55,300","56,796","39,856","27,971","21,991","16,841","10,081","3,760",816,172
대전광역시 동구 (3011000000),"6,013","8,675","9,445","10,321","15,780","14,354","11,907","13,696","16,026","17,858","18,772","17,460","19,476","14,468","10,702","8,349","5,871","2,858",938,190,39,"112,539","112,539","3,132","4,477","4,895","5,345","8,139","7,843","6,633","7,232","8,327","9,413","9,747","8,938","9,507","6,925","4,910","3,649","2,224",917,234,41,11,"110,659","110,659","2,881","4,198","4,550","4,976","7,641","6,511","5,274","6,464","7,699","8,445","9,025","8,522","9,969","7,543","5,792","4,700","3,647","1,941",704,149,28
대전광역시 중구 (3014000000),"5,648","8,811","10,199","11,165","14,873","15,602","12,186","13,256","16,760","19,094","20,609","18,336","19,483","15,144","11,657","8,943","6,283","3,227","1,067",233,51,"114,663","114,663","2,863","4,547","5,233","5,786","7,624","7,927","6,363","6,728","8,441","9,719","10,483","9,221","9,489","7,041","5,345","3,900","2,520","1,115",262,47,9,"117,964","117,964","2,785","4,264","4,966","5,379","7,249","7,675","5,823","6,528","8,319","9,375","10,126","9,115","9,994","8,103","6,312","5,043","3,763","2,112",805,186,42
대전광역시 서구 (3017000000),"14,732","21,783","23,802","24,897","34,456","39,021","31,586","33,398","36,757","40,159","41,966","34,784","34,391","23,187","15,409","10,834","7,556","4,180","1,381",313,61,"233,371","233,371","7,585","11,281","12,197","12,892","17,280","20,164","16,389","16,840","17,940","19,274","20,311","16,915","16,441","11,168","7,263","4,774","2,965","1,292",325,64,11,"241,282","241,282","7,147","10,502","11,605","12,005","17,176","18,857","15,197","16,558","18,817","20,885","21,655","17,869","17,950","12,019","8,146","6,060","4,591","2,888","1,056",249,50
대전광역시 유성구 (3020000000),"14,199","19,551","19,141","18,499","24,486","27,807","26,588","28,449","29,803","30,183","29,857","24,243","22,057","13,576","8,023","5,640","4,100","2,503",927,175,29,"176,651","176,651","7,319","10,047","9,815","9,629","12,619","15,446","14,327","14,477","14,565","14,937","14,820","12,155","10,918","6,738","3,955","2,429","1,531",675,206,39,4,"173,185","173,185","6,880","9,504","9,326","8,870","11,867","12,361","12,261","13,972","15,238","15,246","15,037","12,088","11,139","6,838","4,068","3,211","2,569","1,828",721,136,25
대전광역시 대덕구 (3023000000),"4,375","6,351","7,439","8,690","12,260","12,016","9,627","10,120","11,908","14,574","17,629","15,615","15,570","10,351","6,942","5,242","3,647","1,888",601,112,29,"89,057","89,057","2,180","3,240","3,872","4,537","6,677","6,800","5,397","5,415","6,185","7,402","8,968","7,909","7,826","4,998","3,289","2,265","1,376",576,127,16,2,"85,929","85,929","2,195","3,111","3,567","4,153","5,583","5,216","4,230","4,705","5,723","7,172","8,661","7,706","7,744","5,353","3,653","2,977","2,271","1,312",474,96,27
울산광역시  (3100000000),"38,331","56,097","56,621","53,925","68,052","72,658","67,266","80,183","91,012","93,939","106,591","100,003","92,530","60,123","37,816","23,826","15,692","7,850","2,534",595,83,"578,511","578,511","19,622","28,887","29,478","28,630","38,072","41,255","36,782","41,682","47,349","47,131","52,956","51,955","46,889","29,977","18,732","10,649","5,795","2,139",443,77,11,"547,216","547,216","18,709","27,210","27,143","25,295","29,980","31,403","30,484","38,501","43,663","46,808","53,635","48,048","45,641","30,146","19,084","13,177","9,897","5,711","2,091",518,72
울산광역시 중구 (3111000000),"6,183","9,676","9,966","9,702","12,379","13,485","11,732","13,930","16,310","17,238","20,413","19,989","19,522","13,530","8,824","5,735","3,637","1,692",525,101,15,"108,678","108,678","3,176","4,985","5,272","5,206","6,893","7,554","6,325","7,191","8,466","8,679","9,948","10,149","9,647","6,465","4,188","2,550","1,383",501,84,14,2,"105,906","105,906","3,007","4,691","4,694","4,496","5,486","5,931","5,407","6,739","7,844","8,559","10,465","9,840","9,875","7,065","4,636","3,185","2,254","1,191",441,87,13
울산광역시 남구 (3114000000),"9,306","13,704","14,399","15,155","21,184","23,359","20,294","21,114","23,623","26,639","31,781","29,089","26,138","17,093","10,536","6,308","3,962","1,876",531,131,19,"161,343","161,343","4,722","7,094","7,546","8,086","11,712","13,123","11,229","10,938","11,989","12,714","15,521","14,941","13,035","8,472","5,183","2,858","1,522",544,94,19,1,"154,898","154,898","4,584","6,610","6,853","7,069","9,472","10,236","9,065","10,176","11,634","13,925","16,260","14,148","13,103","8,621","5,353","3,450","2,440","1,332",437,112,18
울산광역시 동구 (3117000000),"5,512","8,612","8,375","7,228","8,257","8,976","9,120","12,812","13,790","12,210","12,356","12,591","14,313","9,243","5,531","3,045","1,743",833,285,81,9,"80,868","80,868","2,783","4,420","4,421","3,850","4,501","5,144","5,151","6,893","7,513","6,642","6,279","6,245","7,026","4,692","2,918","1,459",664,212,44,9,2,"74,054","74,054","2,729","4,192","3,954","3,378","3,756","3,832","3,969","5,919","6,277","5,568","6,077","6,346","7,287","4,551","2,613","1,586","1,079",621,241,72,7
울산광역시 북구 (3120000000),"10,344","14,082","13,002","10,642","12,808","13,976","14,725","18,509","20,537","18,167","20,052","18,406","13,855","7,672","4,660","3,006","2,064","1,077",372,91,18,"112,942","112,942","5,317","7,256","6,653","5,603","7,381","7,970","7,889","9,390","10,670","9,174","9,767","9,930","7,387","3,938","2,263","1,334",691,256,59,10,4,"105,123","105,123","5,027","6,826","6,349","5,039","5,427","6,006","6,836","9,119","9,867","8,993","10,285","8,476","6,468","3,734","2,397","1,672","1,373",821,313,81,14
울산광역시 울주군 (3171000000),"6,986","10,023","10,879","11,198","13,424","12,862","11,395","13,818","16,752","19,685","21,989","19,928","18,702","12,585","8,265","5,732","4,286","2,372",821,191,22,"114,680","114,680","3,624","5,132","5,586","5,885","7,585","7,464","6,188","7,270","8,711","9,922","11,441","10,690","9,794","6,410","4,180","2,448","1,535",626,162,25,2,"107,235","107,235","3,362","4,891","5,293","5,313","5,839","5,398","5,207","6,548","8,041","9,763","10,548","9,238","8,908","6,175","4,085","3,284","2,751","1,746",659,166,20
세종특별자치시  (3600000000),"20,226","26,769","25,341","18,999","17,325","20,940","26,422","34,754","38,049","32,970","26,642","20,236","19,305","13,163","8,511","6,043","4,572","2,793","1,076",192,36,"181,996","181,996","10,265","13,749","12,811","9,494","9,111","10,478","12,881","16,970","18,853","17,216","14,061","10,459","9,625","6,485","4,103","2,651","1,702",811,227,36,8,"182,368","182,368","9,961","13,020","12,530","9,505","8,214","10,462","13,541","17,784","19,196","15,754","12,581","9,777","9,680","6,678","4,408","3,392","2,870","1,982",849,156,28
세종특별자치시  (3611000000),"20,226","26,769","25,341","18,999","17,325","20,940","26,422","34,754","38,049","32,970","26,642","20,236","19,305","13,163","8,511","6,043","4,572","2,793","1,076",192,36,"181,996","181,996","10,265","13,749","12,811","9,494","9,111","10,478","12,881","16,970","18,853","17,216","14,061","10,459","9,625","6,485","4,103","2,651","1,702",811,227,36,8,"182,368","182,368","9,961","13,020","12,530","9,505","8,214","10,462","13,541","17,784","19,196","15,754","12,581","9,777","9,680","6,678","4,408","3,392","2,870","1,982",849,156,28
경기도  (4100000000),"464,614","654,799","670,540","655,780","851,204","958,106","880,523","1,017,978","1,126,120","1,169,315","1,197,603","1,051,644","980,370","645,312","437,401","332,362","239,080","124,413","43,332","10,059","2,312","6,801,008","6,801,008","238,248","334,753","343,673","338,198","442,630","510,290","458,506","522,087","573,579","594,026","603,145","536,836","493,129","315,401","205,232","145,241","93,353","39,557","10,433","2,141",550,"6,711,859","6,711,859","226,366","320,046","326,867","317,582","408,574","447,816","422,017","495,891","552,541","575,289","594,458","514,808","487,241","329,911","232,169","187,121","145,727","84,856","32,899","7,918","1,762"
북부출장소  (4110500000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 수원시 (4111000000),"38,647","54,724","57,397","58,943","84,371","101,060","86,801","90,303","98,451","101,706","105,611","90,514","79,159","49,120","32,467","24,144","17,104","8,923","3,215",753,202,"595,883","595,883","19,900","28,227","29,653","30,443","43,596","53,933","46,038","46,459","49,842","50,924","52,184","45,731","39,868","23,596","15,031","10,325","6,465","2,731",736,155,46,"587,732","587,732","18,747","26,497","27,744","28,500","40,775","47,127","40,763","43,844","48,609","50,782","53,427","44,783","39,291","25,524","17,436","13,819","10,639","6,192","2,479",598,156
경기도 수원시 장안구 (4111100000),"6,490","10,701","13,158","14,692","21,697","21,619","15,674","16,280","20,166","23,758","26,134","22,435","19,843","12,661","8,741","6,927","5,015","2,736","1,029",227,61,"135,998","135,998","3,312","5,514","6,825","7,738","11,732","11,968","8,490","8,328","9,952","11,770","12,850","11,421","9,960","6,089","3,991","2,915","1,980",839,258,51,15,"134,046","134,046","3,178","5,187","6,333","6,954","9,965","9,651","7,184","7,952","10,214","11,988","13,284","11,014","9,883","6,572","4,750","4,012","3,035","1,897",771,176,46
경기도 수원시 권선구 (4111300000),"13,158","17,813","16,515","16,277","23,627","29,817","26,976","29,830","30,893","29,884","32,057","29,341","26,306","16,169","10,267","7,215","5,143","2,645",937,230,57,"184,424","184,424","6,795","9,180","8,492","8,513","12,143","15,828","14,214","15,580","16,147","15,250","15,624","14,675","13,164","7,839","4,839","3,179","1,873",818,209,49,13,"180,733","180,733","6,363","8,633","8,023","7,764","11,484","13,989","12,762","14,250","14,746","14,634","16,433","14,666","13,142","8,330","5,428","4,036","3,270","1,827",728,181,44
경기도 수원시 팔달구 (4111500000),"4,667","5,681","6,401","7,675","12,902","17,547","14,008","12,814","13,311","14,726","16,313","14,871","14,362","9,886","6,859","5,190","3,538","1,706",560,136,45,"92,352","92,352","2,355","2,873","3,341","3,848","6,370","9,298","7,659","6,912","6,995","7,539","8,271","7,563","7,221","4,648","3,125","2,258","1,357",545,133,30,11,"90,846","90,846","2,312","2,808","3,060","3,827","6,532","8,249","6,349","5,902","6,316","7,187","8,042","7,308","7,141","5,238","3,734","2,932","2,181","1,161",427,106,34
경기도 수원시 영통구 (4111700000),"14,332","20,529","21,323","20,299","26,145","32,077","30,143","31,379","34,081","33,338","31,107","23,867","18,648","10,404","6,600","4,812","3,408","1,836",689,160,39,"183,109","183,109","7,438","10,660","10,995","10,344","13,351","16,839","15,675","15,639","16,748","16,365","15,439","12,072","9,523","5,020","3,076","1,973","1,255",529,136,25,7,"182,107","182,107","6,894","9,869","10,328","9,955","12,794","15,238","14,468","15,740","17,333","16,973","15,668","11,795","9,125","5,384","3,524","2,839","2,153","1,307",553,135,32
경기도 성남시 (4113000000),"27,854","38,988","42,477","43,468","58,043","71,454","66,319","69,065","74,479","79,575","82,472","72,035","70,208","47,885","33,204","24,351","16,741","8,807","3,361",770,200,"461,613","461,613","14,159","20,037","21,748","22,274","29,193","37,187","34,149","34,891","36,670","39,306","41,367","35,974","34,631","23,151","15,412","10,783","6,762","2,850",873,149,47,"470,143","470,143","13,695","18,951","20,729","21,194","28,850","34,267","32,170","34,174","37,809","40,269","41,105","36,061","35,577","24,734","17,792","13,568","9,979","5,957","2,488",621,153
경기도 성남시 수정구 (4113100000),"6,913","8,181","8,178","8,830","15,006","19,376","17,162","17,807","18,017","18,469","20,374","19,653","20,071","14,161","9,835","6,950","4,373","2,059",713,163,60,"119,613","119,613","3,500","4,136","4,141","4,551","7,575","10,503","9,245","9,448","9,559","9,712","10,385","10,062","9,839","6,794","4,569","3,039","1,730",607,171,30,17,"116,738","116,738","3,413","4,045","4,037","4,279","7,431","8,873","7,917","8,359","8,458","8,757","9,989","9,591","10,232","7,367","5,266","3,911","2,643","1,452",542,133,43
경기도 성남시 중원구 (4113300000),"5,707","7,102","7,642","8,403","12,975","17,607","15,695","15,428","15,607","16,688","18,884","18,467","19,123","12,798","9,000","6,292","4,004","1,871",667,169,60,"108,571","108,571","2,890","3,664","3,927","4,338","6,491","9,358","8,510","8,293","8,258","8,760","9,692","9,290","9,602","6,195","4,255","2,766","1,538",575,128,30,11,"105,618","105,618","2,817","3,438","3,715","4,065","6,484","8,249","7,185","7,135","7,349","7,928","9,192","9,177","9,521","6,603","4,745","3,526","2,466","1,296",539,139,49
경기도 성남시 분당구 (4113500000),"15,234","23,705","26,657","26,235","30,062","34,471","33,462","35,830","40,855","44,418","43,214","33,915","31,014","20,926","14,369","11,109","8,364","4,877","1,981",438,80,"233,429","233,429","7,769","12,237","13,680","13,385","15,127","17,326","16,394","17,150","18,853","20,834","21,290","16,622","15,190","10,162","6,588","4,978","3,494","1,668",574,89,19,"247,787","247,787","7,465","11,468","12,977","12,850","14,935","17,145","17,068","18,680","22,002","23,584","21,924","17,293","15,824","10,764","7,781","6,131","4,870","3,209","1,407",349,61
경기도 의정부시 (4115000000),"14,065","19,584","20,148","21,587","31,124","33,746","27,948","32,007","35,098","38,791","42,321","38,293","36,002","24,063","17,348","13,831","9,873","4,784","1,582",318,75,"227,975","227,975","7,344","10,009","10,480","11,096","15,642","17,219","14,238","16,386","17,920","19,241","20,752","18,895","17,727","11,360","7,838","5,896","3,919","1,558",374,67,14,"234,613","234,613","6,721","9,575","9,668","10,491","15,482","16,527","13,710","15,621","17,178","19,550","21,569","19,398","18,275","12,703","9,510","7,935","5,954","3,226","1,208",251,61
경기도 안양시 (4117000000),"16,559","22,011","24,554","26,812","36,086","40,353","38,029","39,065","40,732","45,759","50,153","46,076","45,171","29,092","18,546","13,257","9,346","5,075","1,799",392,93,"271,356","271,356","8,373","11,252","12,710","13,924","18,584","20,974","19,604","20,032","20,233","22,243","24,246","22,458","22,095","14,465","8,879","5,792","3,482","1,477",424,86,23,"277,604","277,604","8,186","10,759","11,844","12,888","17,502","19,379","18,425","19,033","20,499","23,516","25,907","23,618","23,076","14,627","9,667","7,465","5,864","3,598","1,375",306,70
경기도 안양시 만안구 (4117100000),"6,854","8,188","8,416","9,975","15,612","18,497","16,486","16,534","16,540","17,965","21,540","21,285","21,638","14,399","9,505","7,021","4,715","2,446",774,206,43,"119,435","119,435","3,436","4,188","4,398","5,206","8,015","9,786","8,667","8,765","8,663","9,067","10,417","10,561","10,629","7,117","4,630","3,110","1,806",749,166,48,11,"119,204","119,204","3,418","4,000","4,018","4,769","7,597","8,711","7,819","7,769","7,877","8,898","11,123","10,724","11,009","7,282","4,875","3,911","2,909","1,697",608,158,32
경기도 안양시 동안구 (4117300000),"9,705","13,823","16,138","16,837","20,474","21,856","21,543","22,531","24,192","27,794","28,613","24,791","23,533","14,693","9,041","6,236","4,631","2,629","1,025",186,50,"151,921","151,921","4,937","7,064","8,312","8,718","10,569","11,188","10,937","11,267","11,570","13,176","13,829","11,897","11,466","7,348","4,249","2,682","1,676",728,258,38,12,"158,400","158,400","4,768","6,759","7,826","8,119","9,905","10,668","10,606","11,264","12,622","14,618","14,784","12,894","12,067","7,345","4,792","3,554","2,955","1,901",767,148,38
경기도 부천시 (4119000000),"23,070","31,520","33,205","35,532","52,050","62,585","54,902","58,416","61,322","65,413","73,205","71,819","71,325","44,940","28,012","19,052","13,260","7,162","2,560",563,156,"401,645","401,645","11,938","16,152","16,995","18,245","26,641","32,426","28,212","30,153","31,140","32,788","35,335","35,035","35,133","21,992","13,479","8,311","4,859","2,073",595,103,40,"408,424","408,424","11,132","15,368","16,210","17,287","25,409","30,159","26,690","28,263","30,182","32,625","37,870","36,784","36,192","22,948","14,533","10,741","8,401","5,089","1,965",460,116
